,Sex,Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
101,Male,124.5,-2.7035556,16.823496,0.1225325,14.064273,14.32338,14.759583,15.614238,16.823496,18.473057,19.655296,20.638765,22.51,24.134857
102,Male,125.5,-2.688612,16.869072,0.12310499,14.090114,14.3510065,14.790252,15.650986,16.869072,18.530989,19.722216,20.713196,22.598677,24.23571
103,Male,126.5,-2.6739032,16.915125,0.123664185,14.116528,14.3792,14.821477,15.688265,16.915125,18.58928,19.789381,20.787754,22.68719,24.336061
104,Male,127.5,-2.6594296,16.961643,0.12420997,14.14351,14.407958,14.853255,15.726068,16.961643,18.647919,19.856775,20.86242,22.775513,24.435886
105,Male,128.5,-2.6451905,17.008617,0.12474224,14.171056,14.437273,14.88558,15.764387,17.008617,18.706894,19.924385,20.937178,22.863628,24.535162
106,Male,129.5,-2.6311855,17.056038,0.1252609,14.1991625,14.467142,14.918446,15.803215,17.056038,18.76619,19.992195,21.01201,22.951511,24.633862
107,Male,130.5,-2.6174135,17.103897,0.12576589,14.227822,14.497558,14.951845,15.842545,17.103897,18.825794,20.06019,21.0869,23.039146,24.731966
108,Male,131.5,-2.6038723,17.152184,0.12625715,14.2570305,14.528516,14.985772,15.882369,17.152184,18.885696,20.128355,21.16183,23.126509,24.829454
109,Male,132.5,-2.5905602,17.200888,0.12673461,14.286783,14.560009,15.020222,15.92268,17.200888,18.945883,20.196674,21.236788,23.213583,24.926304
110,Male,133.5,-2.5774744,17.25,0.12719826,14.317073,14.592033,15.055187,15.9634695,17.25,19.006342,20.265137,21.311752,23.30035,25.022493
111,Male,134.5,-2.564612,17.299513,0.12764807,14.347895,14.624581,15.090661,16.00473,17.299513,19.06706,20.333725,21.386711,23.386791,25.118008
112,Male,135.5,-2.5519698,17.349417,0.12808402,14.379243,14.657647,15.126637,16.046457,17.349417,19.12803,20.40243,21.461649,23.47289,25.212828
113,Male,136.5,-2.53954,17.399704,0.1285062,14.411109,14.691224,15.163108,16.088638,17.399704,19.189238,20.471237,21.536554,23.558632,25.30693
114,Male,137.5,-2.5273256,17.450361,0.12891449,14.44349,14.725306,15.200068,16.131268,17.450361,19.250671,20.54013,21.611408,23.643997,25.400309
115,Male,138.5,-2.5153203,17.50138,0.129309,14.476378,14.759887,15.23751,16.17434,17.50138,19.31232,20.609102,21.6862,23.728971,25.49294
116,Male,139.5,-2.5035195,17.552757,0.12968974,14.509768,14.794959,15.275426,16.217842,17.552757,19.374174,20.678137,21.760914,23.813541,25.584814
117,Male,140.5,-2.491919,17.604477,0.13005677,14.54365,14.830516,15.313809,16.261772,17.604477,19.436222,20.747223,21.835539,23.897694,25.675915
118,Male,141.5,-2.480514,17.656534,0.13041013,14.578019,14.86655,15.352653,16.306118,17.656534,19.498453,20.816349,21.910063,23.981411,25.76623
119,Male,142.5,-2.4693003,17.708918,0.13074991,14.612869,14.903055,15.391948,16.350872,17.708918,19.560856,20.885506,21.984472,24.064686,25.855747
120,Male,143.5,-2.4582727,17.761621,0.13107619,14.648191,14.940023,15.431689,16.396029,17.761621,19.623423,20.95468,22.058756,24.147503,25.944456
121,Male,144.5,-2.447426,17.814634,0.13138904,14.683978,14.9774475,15.471868,16.441578,17.814634,19.686142,21.023859,22.132904,24.22985,26.032345
122,Male,145.5,-2.4367557,17.867947,0.13168858,14.720223,15.01532,15.512475,16.487513,17.867947,19.749006,21.093037,22.206903,24.311718,26.119406
123,Male,146.5,-2.426256,17.921553,0.1319749,14.756919,15.053632,15.553505,16.533825,17.921553,19.812002,21.1622,22.280746,24.393095,26.205627
124,Male,147.5,-2.4159217,17.975443,0.13224813,14.794056,15.092377,15.594949,16.580503,17.975443,19.875122,21.23134,22.35442,24.473974,26.291006
125,Male,148.5,-2.4057477,18.029608,0.1325084,14.831628,15.131547,15.636798,16.627544,18.029608,19.938358,21.300447,22.427914,24.554344,26.375532
126,Male,149.5,-2.3957283,18.084038,0.13275583,14.869626,15.171132,15.679045,16.674936,18.084038,20.0017,21.36951,22.501223,24.634195,26.459202
127,Male,150.5,-2.385858,18.138727,0.13299057,14.908042,15.211126,15.721681,16.722673,18.138727,20.065136,21.438524,22.574333,24.713524,26.542007
128,Male,151.5,-2.3761315,18.193666,0.13321277,14.946867,15.25152,15.764698,16.770744,18.193666,20.128662,21.507477,22.64724,24.792318,26.623945
129,Male,152.5,-2.366543,18.248844,0.1334226,14.9860935,15.292305,15.808087,16.819143,18.248844,20.192266,21.576359,22.719933,24.870575,26.705013
130,Male,153.5,-2.357087,18.304255,0.1336202,15.025712,15.333472,15.851842,16.867859,18.304255,20.255943,21.645166,22.792404,24.948288,26.785208
131,Male,154.5,-2.3477576,18.35989,0.13380575,15.065714,15.375014,15.89595,16.916885,18.35989,20.319681,21.713886,22.864649,25.025452,26.864529
132,Male,155.5,-2.3385496,18.415741,0.13397945,15.106091,15.416921,15.940406,16.966213,18.415741,20.383474,21.782515,22.936657,25.10206,26.942974
133,Male,156.5,-2.329457,18.471798,0.13414147,15.146833,15.459183,15.985199,17.015833,18.471798,20.447313,21.851044,23.008425,25.178112,27.020544
134,Male,157.5,-2.3204746,18.528053,0.134292,15.187931,15.501792,16.03032,17.065737,18.528053,20.511192,21.919464,23.079943,25.253601,27.097242
135,Male,158.5,-2.3115964,18.584497,0.13443126,15.229377,15.544738,16.075762,17.115917,18.584497,20.575102,21.987772,23.151207,25.328526,27.173065
136,Male,159.5,-2.302817,18.641125,0.13455942,15.271159,15.588013,16.121513,17.16636,18.641125,20.639034,22.055958,23.222212,25.402885,27.248022
137,Male,160.5,-2.294131,18.697927,0.13467672,15.31327,15.631607,16.167564,17.217064,18.697927,20.702984,22.124018,23.292952,25.476677,27.322111
138,Male,161.5,-2.285533,18.754892,0.13478339,15.355698,15.675509,16.21391,17.268015,18.754892,20.766941,22.191944,23.363422,25.5499,27.39534
139,Male,162.5,-2.277017,18.812016,0.1348796,15.398435,15.719711,16.260534,17.319204,18.812016,20.830902,22.259731,23.43362,25.622555,27.467714
140,Male,163.5,-2.2685785,18.869287,0.13496564,15.441469,15.764203,16.307434,17.370625,18.869287,20.894857,22.327374,23.50354,25.694643,27.539238
141,Male,164.5,-2.260212,18.926699,0.1350417,15.484792,15.808974,16.354595,17.422266,18.926699,20.9588,22.394867,23.57318,25.766163,27.60992
142,Male,165.5,-2.2519119,18.984243,0.13510802,15.528392,15.854014,16.40201,17.47412,18.984243,21.022724,22.462206,23.642534,25.837118,27.67977
143,Male,166.5,-2.2436736,19.041912,0.13516487,15.57226,15.899315,16.449669,17.526176,19.041912,21.086626,22.529387,23.711601,25.90751,27.748795
144,Male,167.5,-2.2354918,19.099695,0.13521247,15.6163845,15.944863,16.49756,17.578424,19.099695,21.150494,22.596403,23.78038,25.977345,27.817005
145,Male,168.5,-2.2273622,19.157587,0.13525109,15.660756,15.990651,16.545675,17.63086,19.157587,21.214327,22.66325,23.848867,26.046621,27.88441
146,Male,169.5,-2.2192798,19.215576,0.13528097,15.705363,16.036667,16.594004,17.683468,19.215576,21.278114,22.729927,23.91706,26.115349,27.951025
147,Male,170.5,-2.2112403,19.273659,0.13530236,15.750195,16.082901,16.642534,17.736242,19.273659,21.341854,22.796429,23.98496,26.183529,28.01686
148,Male,171.5,-2.203239,19.331823,0.13531557,15.795241,16.129341,16.69126,17.789171,19.331823,21.405539,22.862751,24.052565,26.25117,28.081928
149,Male,172.5,-2.1952722,19.39006,0.13532083,15.84049,16.17598,16.740166,17.842247,19.39006,21.469162,22.928892,24.119875,26.318275,28.146244
150,Male,173.5,-2.1873357,19.448366,0.13531841,15.885931,16.222801,16.789244,17.895458,19.448366,21.532719,22.994848,24.186888,26.384855,28.209826
151,Male,174.5,-2.1794257,19.50673,0.1353086,15.931553,16.269798,16.838482,17.948797,19.50673,21.596203,23.060616,24.253607,26.450914,28.272686
152,Male,175.5,-2.1715388,19.565142,0.13529167,15.9773445,16.316957,16.88787,18.002253,19.565142,21.65961,23.126194,24.32003,26.516462,28.334845
153,Male,176.5,-2.1636717,19.623596,0.1352679,16.023294,16.36427,16.9374,18.055815,19.623596,21.722937,23.19158,24.38616,26.58151,28.396317
154,Male,177.5,-2.1558213,19.682083,0.13523756,16.06939,16.411722,16.987059,18.109474,19.682083,21.786175,23.256773,24.451998,26.646065,28.457123
155,Male,178.5,-2.147985,19.740595,0.13520098,16.115622,16.459303,17.036835,18.163221,19.740595,21.849321,23.32177,24.517546,26.710136,28.517284
156,Male,179.5,-2.1401603,19.799124,0.1351584,16.161976,16.507004,17.086718,18.217045,19.799124,21.91237,23.386568,24.582806,26.773739,28.57682
157,Male,180.5,-2.132345,19.85766,0.13511015,16.20844,16.554811,17.136696,18.270935,19.85766,21.975317,23.45117,24.64778,26.83688,28.63575
158,Male,181.5,-2.1245372,19.916199,0.13505653,16.255007,16.602713,17.186758,18.32488,19.916199,22.038158,23.515574,24.712471,26.899576,28.694101
159,Male,182.5,-2.1167357,19.974726,0.1349978,16.30166,16.650698,17.236895,18.378874,19.974726,22.100887,23.579777,24.776884,26.961836,28.751892
160,Male,183.5,-2.1089392,20.033237,0.13493429,16.34839,16.698753,17.287092,18.432901,20.033237,22.163502,23.64378,24.84102,27.023678,28.80915
161,Male,184.5,-2.101147,20.091722,0.1348663,16.395185,16.74687,17.337341,18.486956,20.091722,22.225994,23.707582,24.904886,27.085112,28.865902
162,Male,185.5,-2.0933588,20.150173,0.13479412,16.442032,16.795033,17.387629,18.541023,20.150173,22.288364,23.771187,24.968485,27.146156,28.922169
163,Male,186.5,-2.0855744,20.208582,0.13471809,16.488918,16.843233,17.437943,18.595097,20.208582,22.350607,23.83459,25.031822,27.206825,28.977982
164,Male,187.5,-2.0777948,20.26694,0.13463849,16.535831,16.891457,17.488272,18.649162,20.26694,22.412716,23.897795,25.094904,27.267136,29.033367
165,Male,188.5,-2.0700207,20.325237,0.13455567,16.58276,16.93969,17.538605,18.703209,20.325237,22.47469,23.9608,25.157734,27.327105,29.088354
166,Male,189.5,-2.0622535,20.383465,0.13446991,16.62969,16.987925,17.58893,18.757229,20.383465,22.536524,24.023611,25.22032,27.38675,29.142973
167,Male,190.5,-2.054495,20.441614,0.13438155,16.676613,17.036146,17.639235,18.811207,20.441614,22.598213,24.086224,25.282667,27.446089,29.197252
168,Male,191.5,-2.0467482,20.49968,0.13429092,16.723515,17.084341,17.689508,18.865135,20.49968,22.659756,24.148643,25.344782,27.505142,29.251226
169,Male,192.5,-2.0390153,20.557648,0.13419832,16.77038,17.1325,17.739735,18.919,20.557648,22.721148,24.21087,25.406675,27.563929,29.304926
170,Male,193.5,-2.0313003,20.61551,0.1341041,16.8172,17.180607,17.789906,18.972794,20.61551,22.782385,24.272907,25.468351,27.622469,29.358385
171,Male,194.5,-2.0236068,20.673262,0.13400859,16.863958,17.228653,17.840008,19.0265,20.673262,22.843464,24.334757,25.52982,27.680784,29.411638
172,Male,195.5,-2.015942,20.730888,0.13391207,16.910646,17.276623,17.890028,19.08011,20.730888,22.90438,24.39642,25.59109,27.7389,29.46472
173,Male,196.5,-2.0083058,20.788385,0.13381496,16.957249,17.324505,17.939955,19.133614,20.788385,22.965136,24.457901,25.652166,27.796831,29.517666
174,Male,197.5,-2.0007064,20.84574,0.13371755,17.003754,17.372286,17.989773,19.186996,20.84574,23.025723,24.519203,25.713064,27.854609,29.570513
175,Male,198.5,-1.9931501,20.902945,0.1336202,17.05015,17.419952,18.039473,19.240246,20.902945,23.086138,24.58033,25.77379,27.912252,29.623299
176,Male,199.5,-1.9856437,20.95999,0.13352324,17.09642,17.467493,18.08904,19.293352,20.95999,23.146381,24.641283,25.834356,27.969788,29.676064
177,Male,200.5,-1.9781945,21.016865,0.13342704,17.142557,17.514894,18.138462,19.346302,21.016865,23.206448,24.70207,25.89477,28.02724,29.728846
178,Male,201.5,-1.9708103,21.07356,0.13333191,17.188543,17.562143,18.187727,19.399082,21.07356,23.266335,24.762691,25.955044,28.084637,29.781687
179,Male,202.5,-1.9634995,21.130068,0.13323824,17.234367,17.609226,18.236818,19.451683,21.130068,23.32604,24.823154,26.01519,28.142004,29.834627
180,Male,203.5,-1.9562712,21.186378,0.13314639,17.280018,17.656132,18.285727,19.50409,21.186378,23.385563,24.883461,26.07522,28.199368,29.887707
181,Male,204.5,-1.9491346,21.24248,0.13305669,17.32548,17.702845,18.334436,19.55629,21.24248,23.444897,24.943619,26.135147,28.256758,29.940973
182,Male,205.5,-1.9420997,21.298365,0.13296953,17.37074,17.749352,18.382936,19.608273,21.298365,23.504044,25.00363,26.194983,28.314201,29.994467
183,Male,206.5,-1.9351771,21.35402,0.13288528,17.415787,17.79564,18.43121,19.660023,21.35402,23.562998,25.063503,26.254738,28.37173,30.048235
184,Male,207.5,-1.9283775,21.40944,0.13280429,17.460606,17.841698,18.479246,19.711529,21.40944,23.621761,25.123243,26.31443,28.429373,30.102322
185,Male,208.5,-1.9217122,21.464611,0.13272697,17.505184,17.887508,18.527029,19.762777,21.464611,23.680328,25.182856,26.374071,28.487162,30.156775
186,Male,209.5,-1.9151927,21.519524,0.13265367,17.549507,17.93306,18.574547,19.813755,21.519524,23.738697,25.242348,26.433678,28.545126,30.211637
187,Male,210.5,-1.9088311,21.574171,0.13258478,17.593563,17.978338,18.621786,19.864449,21.574171,23.79687,25.301725,26.493261,28.6033,30.266964
188,Male,211.5,-1.9026395,21.62854,0.1325207,17.637337,18.023329,18.66873,19.914846,21.62854,23.854841,25.360996,26.55284,28.661715,30.3228
189,Male,212.5,-1.8966304,21.682621,0.13246183,17.680817,18.06802,18.715366,19.964931,21.682621,23.912611,25.420168,26.612427,28.720406,30.379194
190,Male,213.5,-1.8908162,21.736404,0.13240856,17.723986,18.112394,18.76168,20.014694,21.736404,23.970179,25.479248,26.672039,28.779406,30.436201
191,Male,214.5,-1.8852099,21.78988,0.1323613,17.766832,18.15644,18.807657,20.064117,21.78988,24.027544,25.538242,26.731693,28.83875,30.49387
192,Male,215.5,-1.8798234,21.843039,0.13232043,17.809343,18.200142,18.853283,20.11319,21.843039,24.084703,25.59716,26.791409,28.898476,30.552252
193,Male,216.5,-1.8746703,21.895868,0.13228638,17.851501,18.243486,18.898544,20.161896,21.895868,24.141659,25.656012,26.8512,28.958616,30.6114
194,Male,217.5,-1.8697603,21.948362,0.1322596,17.893295,18.286457,18.943422,20.210224,21.948362,24.198408,25.714806,26.911087,29.01921,30.671371
195,Male,218.5,-1.8651133,22.000505,0.13224041,17.93471,18.329042,18.987907,20.25816,22.000505,24.254951,25.773548,26.971085,29.080296,30.732222
196,Male,219.5,-1.8607349,22.052292,0.13222933,17.975729,18.371223,19.031982,20.305687,22.052292,24.311289,25.832253,27.031214,29.141907,30.794003
197,Male,220.5,-1.8566338,22.103714,0.1322268,18.016336,18.412987,19.075632,20.352795,22.103714,24.36742,25.890926,27.091494,29.204086,30.85677
198,Male,221.5,-1.8528272,22.154757,0.1322332,18.05652,18.454317,19.11884,20.399467,22.154757,24.423347,25.949581,27.151945,29.26687,30.920584
199,Male,222.5,-1.8493232,22.205412,0.132249,18.096264,18.495201,19.161592,20.44569,22.205412,24.47907,26.008226,27.212585,29.330301,30.9855
200,Male,223.5,-1.8461316,22.255672,0.13227463,18.135551,18.53562,19.203873,20.491451,22.255672,24.53459,26.066874,27.273436,29.394419,31.05158
201,Male,224.5,-1.8432612,22.305529,0.13231055,18.174368,18.575558,19.245667,20.536737,22.305529,24.589907,26.125532,27.334518,29.45926,31.118881
202,Male,225.5,-1.8407203,22.354969,0.13235722,18.212694,18.615002,19.286957,20.581532,22.354969,24.645023,26.184217,27.395851,29.524874,31.187464
203,Male,226.5,-1.8385154,22.403988,0.1324151,18.250519,18.653933,19.32773,20.62582,22.403988,24.699942,26.242939,27.45746,29.591295,31.257391
204,Male,227.5,-1.8366559,22.452572,0.13248463,18.287823,18.692335,19.36797,20.669592,22.452572,24.754662,26.301706,27.519363,29.658571,31.328724
205,Male,228.5,-1.8351381,22.500717,0.13256636,18.324587,18.73019,19.407656,20.712831,22.500717,24.809189,26.360538,27.581585,29.726742,31.401524
206,Male,229.5,-1.833972,22.548414,0.1326607,18.360796,18.767485,19.446775,20.755524,22.548414,24.863523,26.419445,27.644148,29.795853,31.475855
207,Male,230.5,-1.8331578,22.595654,0.13276815,18.396431,18.804197,19.485313,20.797657,22.595654,24.917671,26.47844,27.707075,29.865948,31.55178
208,Male,231.5,-1.8326956,22.64243,0.13288921,18.431477,18.840313,19.52325,20.839218,22.64243,24.971634,26.537535,27.77039,29.93707,31.629368
209,Male,232.5,-1.8325844,22.688732,0.13302436,18.46591,18.875813,19.560572,20.880192,22.688732,25.025417,26.596746,27.834114,30.009268,31.708681
210,Male,233.5,-1.832821,22.734556,0.13317414,18.499716,18.91068,19.59726,20.920565,22.734556,25.079023,26.656088,27.898277,30.082584,31.789785
211,Male,234.5,-1.8334008,22.779896,0.133339,18.532873,18.944895,19.633295,20.960323,22.779896,25.132458,26.715576,27.962898,30.157064,31.87275
212,Male,235.5,-1.8343174,22.824741,0.1335195,18.565361,18.978437,19.668665,20.999456,22.824741,25.185724,26.775225,28.028008,30.232758,31.957644
213,Male,236.5,-1.8355575,22.86909,0.1337162,18.59716,19.01129,19.70335,21.037949,22.86909,25.238832,26.83505,28.093626,30.30971,32.04453
214,Male,237.5,-1.8371195,22.912931,0.13392952,18.628252,19.043432,19.737333,21.075788,22.912931,25.291784,26.89507,28.159782,30.387966,32.133484
215,Male,238.5,-1.8389871,22.956264,0.13416007,18.658613,19.074844,19.770596,21.112963,22.956264,25.344587,26.955297,28.226503,30.467579,32.22457
216,Male,239.5,-1.8411461,22.99908,0.13440838,18.688221,19.105507,19.803122,21.149456,22.99908,25.39725,27.01575,28.293814,30.548594,32.317867
217,Male,240.0,-1.8423302,23.020294,0.13453937,18.702738,19.120552,19.819101,21.167446,23.020294,25.423529,27.046068,28.327698,30.589643,32.365364
218,Male,240.5,-1.8435806,23.041378,0.134675,18.717056,19.135399,19.83489,21.18526,23.041378,25.449776,27.076448,28.36174,30.63106,32.41344
220,Female,24.0,-0.9866085,16.423397,0.08545178,14.1473465,14.397871,14.80134,15.528076,16.423397,17.427456,18.018206,18.441393,19.106236,19.56411
221,Female,24.5,-1.0244968,16.38804,0.08502584,14.132263,14.380187,14.779648,15.499757,16.38804,17.385815,17.973715,18.395264,19.058239,19.515343
222,Female,25.5,-1.1026983,16.318972,0.084214054,14.102408,14.345273,14.736946,15.444219,16.318972,17.304848,17.887487,18.306108,18.96595,19.42198
223,Female,26.5,-1.1839664,16.252079,0.08345512,14.072974,14.310968,14.695158,15.390148,16.252079,17.226933,17.80489,18.221033,18.878534,19.334105
224,Female,27.5,-1.268071,16.187347,0.08274829,14.043963,14.277277,14.654287,15.337543,16.187347,17.152025,17.725864,18.13997,18.79591,19.25163
225,Female,28.5,-1.3547515,16.124754,0.08209274,14.01538,14.244203,14.614336,15.286397,16.124754,17.080086,17.65035,18.062853,18.717999,19.174477
226,Female,29.5,-1.4436897,16.064287,0.081487715,13.987226,14.211749,14.575308,15.2367115,16.064287,17.011074,17.578299,17.989616,18.644718,19.102554
227,Female,30.5,-1.534542,16.00593,0.080932446,13.959502,14.179917,14.537205,15.188482,16.00593,16.944952,17.50965,17.920193,18.57599,19.03578
228,Female,31.5,-1.6269281,15.949666,0.08042617,13.932212,14.148711,14.500028,15.1417055,15.949666,16.881683,17.44435,17.854517,18.511734,18.974066
229,Female,32.5,-1.7204348,15.895482,0.07996818,13.905355,14.118131,14.4637785,15.09638,15.895482,16.821228,17.38235,17.792528,18.45187,18.917328
230,Female,33.5,-1.8146353,15.843362,0.07955773,13.878935,14.088178,14.428457,15.052502,15.843362,16.763554,17.323599,17.734161,18.396318,18.865479
231,Female,34.5,-1.9090762,15.793291,0.07919419,13.852951,14.058854,14.394065,15.010066,15.793291,16.708624,17.268044,17.679356,18.345001,18.818428
232,Female,35.5,-2.0032961,15.745256,0.0788769,13.827405,14.030159,14.3605995,14.969069,15.745256,16.656406,17.21564,17.628052,18.297838,18.77609
233,Female,36.5,-2.096829,15.699242,0.07860526,13.802299,14.002095,14.328061,14.929503,15.699242,16.606867,17.166336,17.580187,18.254753,18.738377
234,Female,37.5,-2.1892118,15.655232,0.0783787,13.777634,13.974661,14.296448,14.891365,15.655232,16.559975,17.120089,17.535707,18.21567,18.7052
235,Female,38.5,-2.2799919,15.613214,0.078196675,13.753412,13.947858,14.2657585,14.854646,15.613214,16.515697,17.07685,17.494553,18.180508,18.67647
236,Female,39.5,-2.368733,15.573169,0.07805867,13.729636,13.921686,14.235989,14.819339,15.573169,16.474005,17.03658,17.456669,18.149193,18.652098
237,Female,40.5,-2.4550214,15.53508,0.07796417,13.706308,13.896147,14.207138,14.785436,15.53508,16.434862,16.99923,17.421999,18.121653,18.631996
238,Female,41.5,-2.538472,15.498932,0.07791268,13.683433,13.87124,14.179201,14.752926,15.498932,16.398243,16.964758,17.390493,18.097809,18.616076
239,Female,42.5,-2.618733,15.464704,0.07790372,13.661013,13.846967,14.152176,14.7218,15.464704,16.364115,16.933125,17.362097,18.077593,18.604248
240,Female,43.5,-2.695489,15.432378,0.07793676,13.639053,13.823329,14.126059,14.692047,15.432378,16.332445,16.904285,17.336758,18.060932,18.596426
241,Female,44.5,-2.7684648,15.401935,0.07801131,13.6175585,13.800326,14.100844,14.663654,15.401935,16.303204,16.878199,17.314425,18.047754,18.592525
242,Female,45.5,-2.8374267,15.373351,0.07812682,13.596535,13.777963,14.076531,14.636612,15.373351,16.276358,16.854826,17.295048,18.037992,18.592457
243,Female,46.5,-2.9021783,15.346608,0.078282736,13.575988,13.756239,14.053114,14.610906,15.346608,16.251877,16.834126,17.27858,18.031574,18.596136
244,Female,47.5,-2.9625804,15.321682,0.07847845,13.555924,13.735157,14.030589,14.586521,15.321682,16.229727,16.816057,17.264969,18.028439,18.60348
245,Female,48.5,-3.018522,15.298549,0.07871333,13.536351,13.71472,14.008953,14.563447,15.298549,16.209875,16.800577,17.25417,18.028515,18.614405
246,Female,49.5,-3.0699365,15.277186,0.0789867,13.517276,13.694931,13.9882,14.541667,15.277186,16.19229,16.787647,17.24613,18.03174,18.62883
247,Female,50.5,-3.1167958,15.257569,0.07929784,13.498705,13.675792,13.968329,14.521169,15.257569,16.176935,16.777225,17.240807,18.03805,18.646673
248,Female,51.5,-3.1591074,15.239674,0.079646006,13.480646,13.657306,13.949334,14.501937,15.239674,16.163776,16.769272,17.23815,18.04738,18.667854
249,Female,52.5,-3.196911,15.223474,0.08003039,13.463109,13.639478,13.931212,14.483957,15.223474,16.15278,16.763744,17.238113,18.059671,18.692295
250,Female,53.5,-3.2302768,15.208945,0.08045015,13.4461,13.622309,13.91396,14.467215,15.208945,16.143911,16.760605,17.24065,18.074862,18.71992
251,Female,54.5,-3.2593002,15.196061,0.080904394,13.429628,13.605804,13.897574,14.4516945,15.196061,16.137136,16.75981,17.245714,18.09289,18.750648
252,Female,55.5,-3.2841,15.184798,0.081392206,13.413702,13.589967,13.882051,14.437384,15.184798,16.132418,16.761316,17.25326,18.113697,18.78441
253,Female,56.5,-3.304814,15.175129,0.08191262,13.398329,13.5748005,13.867387,14.424267,15.175129,16.12972,16.765087,17.263237,18.137224,18.82113
254,Female,57.5,-3.3215969,15.167028,0.08246466,13.383516,13.5603075,13.853579,14.412329,15.167028,16.12901,16.77108,17.275604,18.163414,18.860737
255,Female,58.5,-3.3346157,15.160471,0.08304729,13.369273,13.546493,13.840623,14.401556,15.160471,16.130247,16.779251,17.290312,18.192207,18.903154
256,Female,59.5,-3.3440475,15.155431,0.08365948,13.355607,13.53336,13.828516,14.391935,15.155431,16.133402,16.789562,17.307318,18.223549,18.948317
257,Female,60.5,-3.3500776,15.151884,0.08430014,13.342525,13.52091,13.817255,14.383451,15.151884,16.138433,16.801971,17.326572,18.257381,18.996151
258,Female,61.5,-3.3528938,15.149805,0.0849682,13.330033,13.509149,13.806838,14.376091,15.149805,16.145311,16.816439,17.348032,18.293648,19.046589
259,Female,62.5,-3.3526914,15.149168,0.08566254,13.318141,13.498077,13.79726,14.369841,15.149168,16.153997,16.83292,17.371653,18.332294,19.099566
260,Female,63.5,-3.3496644,15.14995,0.08638203,13.306853,13.4876995,13.788519,14.364687,15.14995,16.164455,16.851376,17.397387,18.373266,19.155012
261,Female,64.5,-3.343999,15.152126,0.08712559,13.296177,13.478018,13.78061,14.360617,15.152126,16.176655,16.871767,17.42519,18.41651,19.212862
262,Female,65.5,-3.3358896,15.155672,0.08789205,13.2861185,13.469034,13.773532,14.357616,15.155672,16.190556,16.894053,17.455017,18.461967,19.273052
263,Female,66.5,-3.3255224,15.160564,0.08868027,13.276683,13.460752,13.767281,14.355674,15.160564,16.206127,16.918192,17.486826,18.509588,19.335518
264,Female,67.5,-3.3130784,15.1667795,0.0894891,13.267877,13.453172,13.761852,14.354776,15.1667795,16.223335,16.944145,17.520569,18.559319,19.400198
265,Female,68.5,-3.2987328,15.174294,0.090317436,13.259705,13.446297,13.757244,14.35491,15.174294,16.242144,16.971874,17.556204,18.611107,19.467026
266,Female,69.5,-3.2826538,15.183087,0.09116412,13.252171,13.440127,13.753451,14.356064,15.183087,16.262522,17.001335,17.593685,18.664898,19.535944
267,Female,70.5,-3.265004,15.193134,0.09202803,13.24528,13.434666,13.750472,14.358226,15.193134,16.284435,17.032494,17.632973,18.720642,19.606888
268,Female,71.5,-3.2459376,15.204413,0.09290805,13.2390375,13.4299135,13.748302,14.361382,15.204413,16.30785,17.06531,17.67402,18.778286,19.679802
269,Female,72.5,-3.2256064,15.216903,0.09380303,13.233447,13.425871,13.746938,14.365521,15.216903,16.332735,17.099741,17.716785,18.83778,19.754622
270,Female,73.5,-3.2041461,15.230581,0.094711915,13.228511,13.422538,13.746375,14.370632,15.230581,16.359058,17.135756,17.761225,18.899073,19.831293
271,Female,74.5,-3.1816902,15.245427,0.095633596,13.224233,13.419916,13.74661,14.376703,15.245427,16.386786,17.17331,17.807297,18.962114,19.909756
272,Female,75.5,-3.1583636,15.261419,0.09656699,13.220615,13.418006,13.747638,14.383721,15.261419,16.41589,17.21237,17.85496,19.026854,19.989954
273,Female,76.5,-3.1342828,15.278538,0.097511046,13.217663,13.416807,13.749455,14.391676,15.278538,16.446335,17.252895,17.904171,19.093243,20.07183
274,Female,77.5,-3.1095579,15.29676,0.09846471,13.215376,13.416319,13.752059,14.400556,15.29676,16.478092,17.294853,17.954891,19.161232,20.15533
275,Female,78.5,-3.084291,15.316067,0.099426955,13.213757,13.416542,13.755444,14.410348,15.316067,16.511133,17.338203,18.007076,19.230772,20.2404
276,Female,79.5,-3.0585773,15.336437,0.10039677,13.212809,13.417475,13.759605,14.421042,15.336437,16.545424,17.382912,18.060688,19.301817,20.32698
277,Female,80.5,-3.0325055,15.357853,0.10137316,13.212531,13.419118,13.764539,14.432627,15.357853,16.580936,17.42894,18.115686,19.374317,20.415024
278,Female,81.5,-3.0061576,15.380293,0.10235515,13.212926,13.421469,13.770241,14.445091,15.380293,16.617641,17.476255,18.172028,19.448225,20.504473
279,Female,82.5,-2.9796095,15.403737,0.10334179,13.213995,13.424527,13.776705,14.458424,15.403737,16.65551,17.524822,18.229677,19.523495,20.595278
280,Female,83.5,-2.952931,15.428168,0.10433214,13.215739,13.428291,13.783928,14.472613,15.428168,16.694511,17.574604,18.288591,19.60008,20.687387
281,Female,84.5,-2.9261866,15.453566,0.10532529,13.218157,13.43276,13.7919035,14.487649,15.453566,16.734617,17.625566,18.348734,19.677937,20.780748
282,Female,85.5,-2.8994353,15.47991,0.106320344,13.221251,13.437931,13.800628,14.503519,15.47991,16.7758,17.677677,18.410067,19.757015,20.875315
